"","subject","trial_no","stimulus_no","stimulus_mode","response_mode","training","x_value","y_value","response_value","time","session"
"2139",12,93,45,2,1,1,45,25,100,"02.11","training"
"2140",12,94,96,2,1,1,85,1225,1600,"01.65","training"
"2141",12,95,11,2,1,1,15,1225,1600,"01.28","training"
"2142",12,96,36,2,1,1,35,225,600,"01.94","training"
"2143",12,97,101,2,1,1,90,1600,1600,"01.81","training"
"2144",12,98,15,2,1,1,20,900,1225,"01.83","training"
"2145",12,99,78,2,1,1,70,400,700,"03.18","training"
"2146",12,100,56,2,1,1,55,25,0,"01.27","training"
"2147",12,101,14,2,1,1,20,900,1225,"04.29","training"
"2148",12,102,22,2,1,1,25,625,700,"01.93","training"
"2149",12,1,24,2,1,0,55,25,0,"05.37","test1"
"2150",12,2,26,2,1,0,60,100,100,"03.4","test1"
"2151",12,3,18,2,1,0,40,100,400,"02.75","test1"
"2152",12,4,30,2,1,0,70,400,500,"03.35","test1"
"2153",12,5,16,2,1,0,35,225,625,"01.57","test1"
"2154",12,6,32,2,1,0,75,625,625,"01.88","test1"
"2155",12,7,28,2,1,0,65,225,400,"02.09","test1"
"2156",12,8,12,2,1,0,25,625,900,"02.31","test1"
"2157",12,9,3,2,1,0,5,2025,1800,"02.02","test1"
"2158",12,10,29,2,1,0,70,400,225,"05.2","test1"
"2159",12,11,17,2,1,0,40,100,225,"03.21","test1"
"2160",12,12,4,2,1,0,5,2025,1800,"01.8","test1"
"2161",12,13,10,2,1,0,20,900,1400,"02.52","test1"
"2162",12,14,38,2,1,0,90,1600,1600,"02.06","test1"
"2163",12,15,9,2,1,0,20,900,900,"02.76","test1"
"2164",12,16,21,2,1,0,50,0,0,"03.84","test1"
"2165",12,17,13,2,1,0,30,400,500,"03.85","test1"
"2166",12,18,1,2,1,0,0,2500,2000,"02.21","test1"
"2167",12,19,5,2,1,0,10,1600,1500,"02.28","test1"
"2168",12,20,14,2,1,0,30,400,625,"05.81","test1"
"2169",12,21,25,2,1,0,60,100,100,"02.22","test1"
"2170",12,22,8,2,1,0,15,1225,1200,"03.97","test1"
"2171",12,23,7,2,1,0,15,1225,1200,"01.46","test1"
"2172",12,24,39,2,1,0,95,2025,1600,"02.32","test1"
"2173",12,25,11,2,1,0,25,625,600,"08.02","test1"
"2174",12,26,42,2,1,0,100,2500,2000,"02.38","test1"
"2175",12,27,41,2,1,0,100,2500,2000,"01.59","test1"
"2176",12,28,31,2,1,0,75,625,500,"13.98","test1"
"2177",12,29,15,2,1,0,35,225,300,"03.24","test1"
"2178",12,30,20,2,1,0,45,25,100,"05.14","test1"
"2179",12,31,37,2,1,0,90,1600,1600,"03.41","test1"
"2180",12,32,6,2,1,0,10,1600,1600,"01.69","test1"
"2181",12,33,27,2,1,0,65,225,225,"12.56","test1"
"2182",12,34,23,2,1,0,55,25,100,"02.48","test1"
"2183",12,35,19,2,1,0,45,25,400,"02.02","test1"
"2184",12,36,36,2,1,0,85,1225,1200,"02.75","test1"
"2185",12,37,35,2,1,0,85,1225,1200,"01.96","test1"
"2186",12,38,2,2,1,0,0,2500,2000,"13.56","test1"
"2187",12,39,40,2,1,0,95,2025,1200,"09.43","test1"
"2188",12,40,34,2,1,0,80,900,900,"05.51","test1"
"2189",12,41,22,2,1,0,50,0,400,"05.94","test1"
"2190",12,42,33,2,1,0,80,900,400,"02.97","test1"
"2191",12,1,17,2,1,0,40,100,625,"07.56","test2"
"2192",12,2,31,2,1,0,75,625,1200,"03.03","test2"
"2193",12,3,4,2,1,0,5,2025,2300,"04.24","test2"
"2194",12,4,19,2,1,0,45,25,225,"08.13","test2"
"2195",12,5,36,2,1,0,85,1225,1600,"03.14","test2"
"2196",12,6,9,2,1,0,20,900,1600,"02.61","test2"
"2197",12,7,25,2,1,0,60,100,0,"03.84","test2"
"2198",12,8,21,2,1,0,50,0,225,"05.17","test2"
"2199",12,9,16,2,1,0,35,225,600,"02.45","test2"
"2200",12,10,37,2,1,0,90,1600,1500,"02.97","test2"
"2201",12,11,8,2,1,0,15,1225,1600,"03.01","test2"
"2202",12,12,1,2,1,0,0,2500,3000,"03.09","test2"
"2203",12,13,22,2,1,0,50,0,225,"05.21","test2"
"2204",12,14,29,2,1,0,70,400,340,"07.17","test2"
"2205",12,15,39,2,1,0,95,2025,2000,"07.1","test2"
"2206",12,16,41,2,1,0,100,2500,3000,"05.03","test2"
"2207",12,17,15,2,1,0,35,225,900,"04.32","test2"
"2208",12,18,20,2,1,0,45,25,225,"03.08","test2"
"2209",12,19,38,2,1,0,90,1600,2000,"04.37","test2"
"2210",12,20,13,2,1,0,30,400,860,"14.65","test2"
"2211",12,21,18,2,1,0,40,100,600,"02.24","test2"
"2212",12,22,30,2,1,0,70,400,400,"01.97","test2"
"2213",12,23,23,2,1,0,55,25,200,"02.36","test2"
"2214",12,24,32,2,1,0,75,625,700,"02.17","test2"
"2215",12,25,11,2,1,0,25,625,800,"07.79","test2"
"2216",12,26,12,2,1,0,25,625,800,"02.27","test2"
"2217",12,27,40,2,1,0,95,2025,2000,"14.76","test2"
"2218",12,28,24,2,1,0,55,25,0,"23.27","test2"
"2219",12,29,3,2,1,0,5,2025,2500,"03.4","test2"
"2220",12,30,6,2,1,0,10,1600,1800,"14.08","test2"
"2221",12,31,42,2,1,0,100,2500,3000,"06.16","test2"
"2222",12,32,27,2,1,0,65,225,225,"03.87","test2"
"2223",12,33,34,2,1,0,80,900,900,"03.77","test2"
"2224",12,34,28,2,1,0,65,225,120,"03.85","test2"
"2225",12,35,5,2,1,0,10,1600,1800,"29.07","test2"
"2226",12,36,7,2,1,0,15,1225,1600,"01.83","test2"
"2227",12,37,33,2,1,0,80,900,1200,"02.15","test2"
"2228",12,38,10,2,1,0,20,900,1200,"02.75","test2"
"2229",12,39,14,2,1,0,30,400,900,"01.47","test2"
"2230",12,40,35,2,1,0,85,1225,600,"18.38","test2"
"2231",12,41,26,2,1,0,60,100,0,"03.73","test2"
"2232",12,42,2,2,1,0,0,2500,3000,"03.08","test2"
"2233",13,1,49,1,1,1,50,0,50,"82.36","training"
"2234",13,2,53,1,1,1,50,0,0,"06.7","training"
"2235",13,3,82,1,1,1,75,625,25,"06.23","training"
"2236",13,4,17,1,1,1,20,900,500,"09.81","training"
"2237",13,5,9,1,1,1,15,1225,1000,"17.29","training"
"2238",13,6,22,1,1,1,25,625,900,"07.6","training"
"2239",13,7,37,1,1,1,40,100,50,"06.57","training"
"2240",13,8,77,1,1,1,70,400,0,"10.07","training"
"2241",13,9,76,1,1,1,70,400,400,"03.57","training"
"2242",13,10,21,1,1,1,25,625,695,"06.96","training"
"2243",13,11,73,1,1,1,70,400,700,"14.38","training"
"2244",13,12,96,1,1,1,85,1225,800,"06.01","training"
"2245",13,13,71,1,1,1,65,225,300,"06.2","training"
"2246",13,14,8,1,1,1,15,1225,200,"12.65","training"
"2247",13,15,19,1,1,1,25,625,1225,"04.04","training"
"2248",13,16,57,1,1,1,55,25,30,"06.99","training"
"2249",13,17,102,1,1,1,90,1600,5,"05.81","training"
"2250",13,18,100,1,1,1,90,1600,1255,"04.12","training"
"2251",13,19,36,1,1,1,35,225,2000,"07.97","training"
"2252",13,20,31,1,1,1,35,225,335,"04.59","training"
"2253",13,21,12,1,1,1,15,1225,1225,"13.24","training"
"2254",13,22,46,1,1,1,45,25,100,"04.57","training"
"2255",13,23,83,1,1,1,75,625,1355,"07.58","training"
"2256",13,24,56,1,1,1,55,25,100,"06.65","training"
"2257",13,25,4,1,1,1,10,1600,6000,"06.19","training"
"2258",13,26,48,1,1,1,45,25,300,"10.53","training"
"2259",13,27,94,1,1,1,85,1225,2100,"05.87","training"
"2260",13,28,61,1,1,1,60,100,600,"07.36","training"
"2261",13,29,20,1,1,1,25,625,1255,"05.5","training"
"2262",13,30,64,1,1,1,60,100,100,"11.11","training"
"2263",13,31,65,1,1,1,60,100,100,"04.38","training"
"2264",13,32,89,1,1,1,80,900,625,"03.88","training"
"2265",13,33,24,1,1,1,25,625,625,"02.79","training"
"2266",13,34,15,1,1,1,20,900,1000,"22.19","training"
"2267",13,35,90,1,1,1,80,900,300,"11.72","training"
"2268",13,36,98,1,1,1,90,1600,300,"03.35","training"
"2269",13,37,72,1,1,1,65,225,1255,"04.48","training"
"2270",13,38,95,1,1,1,85,1225,900,"07.83","training"
"2271",13,39,84,1,1,1,75,625,300,"05.03","training"
"2272",13,40,38,1,1,1,40,100,100,"05.19","training"
"2273",13,41,50,1,1,1,50,0,0,"02.47","training"
"2274",13,42,74,1,1,1,70,400,625,"03.95","training"
"2275",13,43,45,1,1,1,45,25,300,"06.06","training"
"2276",13,44,51,1,1,1,50,0,0,"02.71","training"
"2277",13,45,86,1,1,1,80,900,900,"07.5","training"
"2278",13,46,88,1,1,1,80,900,900,"02.66","training"
"2279",13,47,85,1,1,1,80,900,900,"02.7","training"
"2280",13,48,81,1,1,1,75,625,625,"08.39","training"
"2281",13,49,30,1,1,1,30,400,1255,"08.23","training"
"2282",13,50,75,1,1,1,70,400,625,"06.67","training"
"2283",13,51,33,1,1,1,35,225,352,"05.61","training"
"2284",13,52,58,1,1,1,55,25,20,"04.71","training"
"2285",13,53,3,1,1,1,10,1600,15,"04.57","training"
"2286",13,54,16,1,1,1,20,900,25,"04.08","training"
"2287",13,55,14,1,1,1,20,900,900,"03.54","training"
"2288",13,56,70,1,1,1,65,225,1255,"07.59","training"
"2289",13,57,27,1,1,1,30,400,400,"10.07","training"
"2290",13,58,1,1,1,1,10,1600,1255,"07.6","training"
"2291",13,59,10,1,1,1,15,1225,1000,"06.82","training"
"2292",13,60,79,1,1,1,75,625,900,"06.35","training"
"2293",13,61,99,1,1,1,90,1600,1255,"06.68","training"
"2294",13,62,25,1,1,1,30,400,400,"03.69","training"
"2295",13,63,67,1,1,1,65,225,1225,"08.42","training"
"2296",13,64,2,1,1,1,10,1600,1225,"08.85","training"
"2297",13,65,68,1,1,1,65,225,100,"09.","training"
"2298",13,66,78,1,1,1,70,400,400,"06.18","training"
"2299",13,67,87,1,1,1,80,900,900,"03.12","training"
"2300",13,68,42,1,1,1,40,100,900,"02.56","training"
"2301",13,69,59,1,1,1,55,25,25,"04.12","training"
"2302",13,70,7,1,1,1,15,1225,1225,"11.19","training"
"2303",13,71,101,1,1,1,90,1600,1600,"12.05","training"
"2304",13,72,35,1,1,1,35,225,625,"21.82","training"
"2305",13,73,32,1,1,1,35,225,225,"02.94","training"
"2306",13,74,52,1,1,1,50,0,0,"02.31","training"
"2307",13,75,80,1,1,1,75,625,652,"11.1","training"
"2308",13,76,97,1,1,1,90,1600,1600,"04.02","training"
"2309",13,77,66,1,1,1,60,100,1500,"08.66","training"
"2310",13,78,92,1,1,1,85,1225,1500,"04.86","training"
"2311",13,79,5,1,1,1,10,1600,1225,"10.51","training"
"2312",13,80,62,1,1,1,60,100,1225,"12.77","training"
"2313",13,81,34,1,1,1,35,225,1255,"41.4","training"
"2314",13,82,55,1,1,1,55,25,25,"03.97","training"
"2315",13,83,11,1,1,1,15,1225,100,"06.96","training"
"2316",13,84,6,1,1,1,10,1600,1600,"08.03","training"
"2317",13,85,93,1,1,1,85,1225,1225,"09.13","training"
"2318",13,86,43,1,1,1,45,25,600,"07.99","training"
"2319",13,87,47,1,1,1,45,25,25,"02.97","training"
"2320",13,88,28,1,1,1,30,400,700,"49.71","training"
"2321",13,89,26,1,1,1,30,400,400,"02.68","training"
"2322",13,90,40,1,1,1,40,100,25,"05.77","training"
"2323",13,91,44,1,1,1,45,25,100,"02.52","training"
"2324",13,92,54,1,1,1,50,0,0,"02.73","training"
"2325",13,93,39,1,1,1,40,100,100,"04.84","training"
"2326",13,94,63,1,1,1,60,100,400,"20.82","training"
"2327",13,95,23,1,1,1,25,625,1255,"15.38","training"
"2328",13,96,91,1,1,1,85,1225,700,"04.01","training"
"2329",13,97,60,1,1,1,55,25,25,"03.79","training"
"2330",13,98,41,1,1,1,40,100,100,"03.87","training"
"2331",13,99,69,1,1,1,65,225,825,"07.61","training"
"2332",13,100,13,1,1,1,20,900,1600,"06.81","training"
"2333",13,101,18,1,1,1,20,900,900,"02.45","training"
"2334",13,102,29,1,1,1,30,400,900,"07.38","training"
"2335",13,1,21,1,1,0,50,0,0,"05.3","test1"
"2336",13,2,12,1,1,0,25,625,400,"12.06","test1"
"2337",13,3,6,1,1,0,10,1600,1600,"11.27","test1"
"2338",13,4,16,1,1,0,35,225,400,"15.16","test1"
"2339",13,5,41,1,1,0,100,2500,200,"10.56","test1"
"2340",13,6,4,1,1,0,5,2025,50,"06.36","test1"
"2341",13,7,34,1,1,0,80,900,900,"07.51","test1"
"2342",13,8,14,1,1,0,30,400,400,"05.8","test1"
"2343",13,9,28,1,1,0,65,225,1225,"09.14","test1"
"2344",13,10,10,1,1,0,20,900,625,"12.87","test1"
"2345",13,11,25,1,1,0,60,100,400,"06.24","test1"
"2346",13,12,2,1,1,0,0,2500,50,"07.5","test1"
"2347",13,13,29,1,1,0,70,400,25,"23.47","test1"
"2348",13,14,37,1,1,0,90,1600,1225,"05.03","test1"
"2349",13,15,31,1,1,0,75,625,400,"06.09","test1"
"2350",13,16,3,1,1,0,5,2025,100,"08.01","test1"
"2351",13,17,11,1,1,0,25,625,1600,"14.48","test1"
"2352",13,18,24,1,1,0,55,25,25,"07.26","test1"
"2353",13,19,5,1,1,0,10,1600,1255,"08.43","test1"
"2354",13,20,17,1,1,0,40,100,100,"05.61","test1"
"2355",13,21,18,1,1,0,40,100,100,"03.6","test1"
"2356",13,22,27,1,1,0,65,225,400,"05.09","test1"
"2357",13,23,39,1,1,0,95,2025,1600,"04.88","test1"
"2358",13,24,40,1,1,0,95,2025,1600,"02.94","test1"
"2359",13,25,23,1,1,0,55,25,25,"02.64","test1"
"2360",13,26,20,1,1,0,45,25,625,"05.79","test1"
"2361",13,27,22,1,1,0,50,0,0,"02.64","test1"
"2362",13,28,30,1,1,0,70,400,900,"03.27","test1"
"2363",13,29,8,1,1,0,15,1225,1225,"03.94","test1"
"2364",13,30,33,1,1,0,80,900,300,"05.39","test1"
"2365",13,31,15,1,1,0,35,225,625,"04.55","test1"
"2366",13,32,13,1,1,0,30,400,400,"04.52","test1"
"2367",13,33,7,1,1,0,15,1225,852,"05.74","test1"
"2368",13,34,35,1,1,0,85,1225,900,"04.69","test1"
"2369",13,35,19,1,1,0,45,25,625,"06.82","test1"
"2370",13,36,9,1,1,0,20,900,1225,"04.53","test1"
"2371",13,37,32,1,1,0,75,625,900,"04.98","test1"
"2372",13,38,1,1,1,0,0,2500,50,"02.78","test1"
"2373",13,39,26,1,1,0,60,100,100,"05.95","test1"
"2374",13,40,42,1,1,0,100,2500,0,"02.84","test1"
"2375",13,41,36,1,1,0,85,1225,1625,"09.91","test1"
"2376",13,42,38,1,1,0,90,1600,1600,"05.19","test1"
"2377",13,1,30,1,1,0,70,400,600,"18.68","test2"
"2378",13,2,1,1,1,0,0,2500,75,"10.72","test2"
"2379",13,3,27,1,1,0,65,225,860,"17.68","test2"
"2380",13,4,28,1,1,0,65,225,1250,"07.77","test2"
"2381",13,5,31,1,1,0,75,625,650,"07.33","test2"
"2382",13,6,41,1,1,0,100,2500,860,"06.91","test2"
"2383",13,7,40,1,1,0,95,2025,1225,"13.2","test2"
"2384",13,8,22,1,1,0,50,0,0,"01.83","test2"
"2385",13,9,3,1,1,0,5,2025,300,"07.3","test2"
"2386",13,10,21,1,1,0,50,0,0,"01.75","test2"
"2387",13,11,9,1,1,0,20,900,750,"04.57","test2"
"2388",13,12,19,1,1,0,45,25,750,"08.","test2"
"2389",13,13,12,1,1,0,25,625,650,"09.82","test2"
"2390",13,14,2,1,1,0,0,2500,320,"08.71","test2"
"2391",13,15,7,1,1,0,15,1225,600,"03.96","test2"
"2392",13,16,6,1,1,0,10,1600,750,"10.68","test2"
"2393",13,17,36,1,1,0,85,1225,500,"07.66","test2"
"2394",13,18,24,1,1,0,55,25,450,"13.43","test2"
"2395",13,19,8,1,1,0,15,1225,600,"02.26","test2"
"2396",13,20,29,1,1,0,70,400,450,"05.87","test2"
"2397",13,21,5,1,1,0,10,1600,225,"05.64","test2"
"2398",13,22,35,1,1,0,85,1225,1225,"04.61","test2"
"2399",13,23,15,1,1,0,35,225,970,"08.37","test2"
"2400",13,24,23,1,1,0,55,25,625,"04.01","test2"
"2401",13,25,17,1,1,0,40,100,900,"04.4","test2"
"2402",13,26,16,1,1,0,35,225,700,"06.4","test2"
"2403",13,27,26,1,1,0,60,100,860,"05.45","test2"
"2404",13,28,14,1,1,0,30,400,600,"02.74","test2"
"2405",13,29,39,1,1,0,95,2025,200,"09.13","test2"
"2406",13,30,18,1,1,0,40,100,100,"01.84","test2"
"2407",13,31,10,1,1,0,20,900,900,"06.09","test2"
"2408",13,32,38,1,1,0,90,1600,620,"04.33","test2"
"2409",13,33,11,1,1,0,25,625,1225,"12.55","test2"
"2410",13,34,4,1,1,0,5,2025,300,"02.79","test2"
"2411",13,35,34,1,1,0,80,900,900,"03.55","test2"
"2412",13,36,32,1,1,0,75,625,700,"09.85","test2"
"2413",13,37,13,1,1,0,30,400,700,"02.08","test2"
"2414",13,38,20,1,1,0,45,25,900,"03.27","test2"
"2415",13,39,25,1,1,0,60,100,200,"11.49","test2"
"2416",13,40,42,1,1,0,100,2500,800,"03.92","test2"
"2417",13,41,33,1,1,0,80,900,900,"02.36","test2"
"2418",13,42,37,1,1,0,90,1600,1225,"05.56","test2"
"2419",14,1,9,2,2,1,15,1225,461,"18.31","training"
"2420",14,2,74,2,2,1,70,400,696,"06.37","training"
"2421",14,3,8,2,2,1,15,1225,2265,"03.33","training"
"2422",14,4,64,2,2,1,60,100,971,"04.98","training"
"2423",14,5,90,2,2,1,80,900,951,"03.7","training"
"2424",14,6,39,2,2,1,40,100,1529,"03.22","training"
"2425",14,7,29,2,2,1,30,400,39,"02.54","training"
"2426",14,8,81,2,2,1,75,625,1225,"03.31","training"
"2427",14,9,30,2,2,1,30,400,1186,"05.91","training"
"2428",14,10,63,2,2,1,60,100,598,"02.88","training"
"2429",14,11,41,2,2,1,40,100,1461,"03.09","training"
"2430",14,12,17,2,2,1,20,900,1667,"03.27","training"
"2431",14,13,19,2,2,1,25,625,745,"03.34","training"
"2432",14,14,14,2,2,1,20,900,1373,"06.79","training"
"2433",14,15,71,2,2,1,65,225,765,"03.65","training"
"2434",14,16,26,2,2,1,30,400,1412,"02.46","training"
"2435",14,17,24,2,2,1,25,625,765,"03.11","training"
"2436",14,18,49,2,2,1,50,0,1294,"03.5","training"
"2437",14,19,61,2,2,1,60,100,1696,"04.23","training"
"2438",14,20,43,2,2,1,45,25,353,"02.83","training"
"2439",14,21,58,2,2,1,55,25,118,"01.94","training"
"2440",14,22,33,2,2,1,35,225,1618,"01.81","training"
"2441",14,23,66,2,2,1,60,100,137,"03.92","training"
"2442",14,24,54,2,2,1,50,0,1304,"03.21","training"
"2443",14,25,82,2,2,1,75,625,147,"02.47","training"
"2444",14,26,34,2,2,1,35,225,1471,"06.43","training"
"2445",14,27,23,2,2,1,25,625,706,"02.59","training"
"2446",14,28,42,2,2,1,40,100,1529,"02.18","training"
"2447",14,29,16,2,2,1,20,900,549,"02.92","training"
"2448",14,30,96,2,2,1,85,1225,255,"02.95","training"
"2449",14,31,46,2,2,1,45,25,1892,"01.78","training"
"2450",14,32,75,2,2,1,70,400,88,"02.54","training"
"2451",14,33,62,2,2,1,60,100,1137,"03.36","training"
"2452",14,34,6,2,2,1,10,1600,39,"03.64","training"
"2453",14,35,4,2,2,1,10,1600,1559,"03.78","training"
"2454",14,36,5,2,2,1,10,1600,1559,"02.44","training"
"2455",14,37,97,2,2,1,90,1600,127,"05.64","training"
"2456",14,38,15,2,2,1,20,900,1196,"06.35","training"
"2457",14,39,59,2,2,1,55,25,735,"04.23","training"
"2458",14,40,47,2,2,1,45,25,814,"14.36","training"
"2459",14,41,55,2,2,1,55,25,1118,"03.32","training"
"2460",14,42,57,2,2,1,55,25,20,"02.08","training"
"2461",14,43,40,2,2,1,40,100,1206,"03.08","training"
"2462",14,44,21,2,2,1,25,625,88,"01.67","training"
"2463",14,45,32,2,2,1,35,225,392,"01.75","training"
"2464",14,46,93,2,2,1,85,1225,765,"03.36","training"
"2465",14,47,87,2,2,1,80,900,1402,"04.25","training"
"2466",14,48,102,2,2,1,90,1600,1353,"02.79","training"
"2467",14,49,78,2,2,1,70,400,824,"02.55","training"
"2468",14,50,28,2,2,1,30,400,1618,"06.75","training"
"2469",14,51,25,2,2,1,30,400,647,"01.67","training"
"2470",14,52,18,2,2,1,20,900,951,"03.19","training"
"2471",14,53,67,2,2,1,65,225,1304,"03.04","training"
"2472",14,54,69,2,2,1,65,225,676,"02.34","training"
"2473",14,55,92,2,2,1,85,1225,1196,"03.54","training"
"2474",14,56,94,2,2,1,85,1225,1049,"01.82","training"
"2475",14,57,83,2,2,1,75,625,735,"04.14","training"
"2476",14,58,91,2,2,1,85,1225,1186,"02.48","training"
"2477",14,59,20,2,2,1,25,625,1108,"04.53","training"
"2478",14,60,53,2,2,1,50,0,608,"16.71","training"
"2479",14,61,86,2,2,1,80,900,784,"01.99","training"
"2480",14,62,60,2,2,1,55,25,1147,"02.53","training"
"2481",14,63,99,2,2,1,90,1600,627,"03.42","training"
"2482",14,64,79,2,2,1,75,625,824,"02.38","training"
"2483",14,65,68,2,2,1,65,225,539,"03.85","training"
"2484",14,66,13,2,2,1,20,900,1176,"03.27","training"
"2485",14,67,37,2,2,1,40,100,686,"02.18","training"
"2486",14,68,65,2,2,1,60,100,98,"02.15","training"
"2487",14,69,48,2,2,1,45,25,245,"03.37","training"
"2488",14,70,27,2,2,1,30,400,363,"01.84","training"
"2489",14,71,38,2,2,1,40,100,176,"02.37","training"
"2490",14,72,44,2,2,1,45,25,20,"01.59","training"
"2491",14,73,35,2,2,1,35,225,206,"03.6","training"
"2492",14,74,22,2,2,1,25,625,235,"02.25","training"
"2493",14,75,31,2,2,1,35,225,422,"02.09","training"
"2494",14,76,76,2,2,1,70,400,451,"07.44","training"
"2495",14,77,36,2,2,1,35,225,235,"04.58","training"
"2496",14,78,1,2,2,1,10,1600,1294,"02.8","training"
"2497",14,79,2,2,2,1,10,1600,1804,"02.98","training"
"2498",14,80,72,2,2,1,65,225,578,"02.27","training"
"2499",14,81,70,2,2,1,65,225,333,"02.05","training"
"2500",14,82,56,2,2,1,55,25,696,"01.82","training"
"2501",14,83,98,2,2,1,90,1600,186,"05.12","training"
"2502",14,84,45,2,2,1,45,25,29,"03.08","training"
"2503",14,85,95,2,2,1,85,1225,1451,"03.15","training"
"2504",14,86,51,2,2,1,50,0,167,"01.92","training"
"2505",14,87,77,2,2,1,70,400,186,"01.75","training"
"2506",14,88,73,2,2,1,70,400,382,"04.26","training"
"2507",14,89,101,2,2,1,90,1600,1814,"02.71","training"
"2508",14,90,85,2,2,1,80,900,1382,"01.98","training"
"2509",14,91,88,2,2,1,80,900,1118,"02.22","training"
"2510",14,92,11,2,2,1,15,1225,1627,"04.73","training"
"2511",14,93,100,2,2,1,90,1600,1882,"04.28","training"
"2512",14,94,89,2,2,1,80,900,1373,"03.75","training"
"2513",14,95,84,2,2,1,75,625,1069,"01.71","training"
"2514",14,96,50,2,2,1,50,0,98,"01.83","training"
"2515",14,97,3,2,2,1,10,1600,1971,"02.31","training"
"2516",14,98,7,2,2,1,15,1225,1676,"01.84","training"
"2517",14,99,52,2,2,1,50,0,39,"04.99","training"
"2518",14,100,12,2,2,1,15,1225,1549,"02.79","training"
"2519",14,101,10,2,2,1,15,1225,1324,"02.57","training"
"2520",14,102,80,2,2,1,75,625,1314,"03.14","training"
"2521",14,1,20,2,2,0,45,25,167,"16.33","test1"
"2522",14,2,18,2,2,0,40,100,176,"04.27","test1"
"2523",14,3,17,2,2,0,40,100,235,"06.55","test1"
"2524",14,4,19,2,2,0,45,25,118,"03.67","test1"
"2525",14,5,10,2,2,0,20,900,1206,"15.23","test1"
"2526",14,6,38,2,2,0,90,1600,2000,"03.82","test1"
"2527",14,7,37,2,2,0,90,1600,1931,"02.43","test1"
"2528",14,8,34,2,2,0,80,900,1490,"07.56","test1"
"2529",14,9,40,2,2,0,95,2025,2284,"04.79","test1"
"2530",14,10,32,2,2,0,75,625,1686,"02.31","test1"
"2531",14,11,25,2,2,0,60,100,706,"07.45","test1"
"2532",14,12,28,2,2,0,65,225,912,"02.72","test1"
"2533",14,13,27,2,2,0,65,225,882,"02.12","test1"
"2534",14,14,4,2,2,0,5,2025,2186,"03.8","test1"
"2535",14,15,15,2,2,0,35,225,510,"15.31","test1"
"2536",14,16,1,2,2,0,0,2500,2490,"06.08","test1"
"2537",14,17,14,2,2,0,30,400,971,"10.63","test1"
"2538",14,18,11,2,2,0,25,625,941,"05.76","test1"
"2539",14,19,29,2,2,0,70,400,843,"35.43","test1"
"2540",14,20,21,2,2,0,50,0,29,"03.23","test1"
"2541",14,21,41,2,2,0,100,2500,2500,"02.78","test1"
"2542",14,22,9,2,2,0,20,900,1255,"05.53","test1"
"2543",14,23,3,2,2,0,5,2025,2020,"03.15","test1"
"2544",14,24,31,2,2,0,75,625,1549,"04.09","test1"
"2545",14,25,7,2,2,0,15,1225,1529,"05.5","test1"
"2546",14,26,39,2,2,0,95,2025,2294,"18.48","test1"
"2547",14,27,26,2,2,0,60,100,412,"08.12","test1"
"2548",14,28,42,2,2,0,100,2500,2500,"02.91","test1"
"2549",14,29,30,2,2,0,70,400,1127,"05.5","test1"
"2550",14,30,16,2,2,0,35,225,951,"04.83","test1"
"2551",14,31,13,2,2,0,30,400,1059,"05.76","test1"
"2552",14,32,24,2,2,0,55,25,10,"02.15","test1"
"2553",14,33,33,2,2,0,80,900,1441,"09.1","test1"
"2554",14,34,6,2,2,0,10,1600,2245,"02.78","test1"
"2555",14,35,22,2,2,0,50,0,10,"02.92","test1"
"2556",14,36,36,2,2,0,85,1225,1294,"07.42","test1"
"2557",14,37,12,2,2,0,25,625,1147,"03.79","test1"
"2558",14,38,23,2,2,0,55,25,29,"02.81","test1"
"2559",14,39,5,2,2,0,10,1600,1931,"03.53","test1"
"2560",14,40,35,2,2,0,85,1225,1480,"03.43","test1"
"2561",14,41,2,2,2,0,0,2500,2480,"02.6","test1"
"2562",14,42,8,2,2,0,15,1225,1725,"02.97","test1"
"2563",14,1,29,2,2,0,70,400,1696,"17.15","test2"
"2564",14,2,21,2,2,0,50,0,59,"06.48","test2"
"2565",14,3,42,2,2,0,100,2500,2500,"04.81","test2"
"2566",14,4,10,2,2,0,20,900,1686,"04.2","test2"
"2567",14,5,2,2,2,0,0,2500,2490,"02.9","test2"
"2568",14,6,8,2,2,0,15,1225,2069,"02.72","test2"
"2569",14,7,40,2,2,0,95,2025,2265,"03.7","test2"
"2570",14,8,15,2,2,0,35,225,1422,"04.74","test2"
"2571",14,9,14,2,2,0,30,400,1559,"02.46","test2"
"2572",14,10,33,2,2,0,80,900,1824,"05.44","test2"
"2573",14,11,3,2,2,0,5,2025,2363,"03.11","test2"
"2574",14,12,25,2,2,0,60,100,451,"04.75","test2"
"2575",14,13,34,2,2,0,80,900,1588,"03.71","test2"
"2576",14,14,18,2,2,0,40,100,1363,"05.04","test2"
"2577",14,15,38,2,2,0,90,1600,2098,"04.08","test2"
"2578",14,16,30,2,2,0,70,400,1549,"02.64","test2"
"2579",14,17,17,2,2,0,40,100,1127,"06.65","test2"
"2580",14,18,12,2,2,0,25,625,1725,"03.28","test2"
"2581",14,19,6,2,2,0,10,1600,2137,"02.99","test2"
"2582",14,20,28,2,2,0,65,225,686,"04.68","test2"
"2583",14,21,9,2,2,0,20,900,1853,"03.01","test2"
"2584",14,22,22,2,2,0,50,0,137,"03.92","test2"
